country,geo,year,month,keyword,trend_score,date
India,IN,2019,8,BYD,1,2019-08-01
India,IN,2019,8,EV charging,7.75,2019-08-01
India,IN,2019,8,Tesla,31.5,2019-08-01
India,IN,2019,8,electric car,20.25,2019-08-01
India,IN,2019,8,electric vehicle,40.5,2019-08-01
India,IN,2019,9,BYD,1.2,2019-09-01
India,IN,2019,9,EV charging,6.2,2019-09-01
India,IN,2019,9,Tesla,31.2,2019-09-01
India,IN,2019,9,electric car,17.4,2019-09-01
India,IN,2019,9,electric vehicle,41.8,2019-09-01
India,IN,2019,10,BYD,1,2019-10-01
India,IN,2019,10,EV charging,6.25,2019-10-01
India,IN,2019,10,Tesla,28.75,2019-10-01
India,IN,2019,10,electric car,16.25,2019-10-01
India,IN,2019,10,electric vehicle,53.25,2019-10-01
India,IN,2019,11,BYD,1,2019-11-01
India,IN,2019,11,EV charging,6.25,2019-11-01
India,IN,2019,11,Tesla,57,2019-11-01
India,IN,2019,11,electric car,17,2019-11-01
India,IN,2019,11,electric vehicle,38.25,2019-11-01
India,IN,2019,12,BYD,1,2019-12-01
India,IN,2019,12,EV charging,10.5,2019-12-01
India,IN,2019,12,Tesla,35.17,2019-12-01
India,IN,2019,12,electric car,18.83,2019-12-01
India,IN,2019,12,electric vehicle,48,2019-12-01
India,IN,2020,1,BYD,1,2020-01-01
India,IN,2020,1,EV charging,21.75,2020-01-01
India,IN,2020,1,Tesla,24,2020-01-01
India,IN,2020,1,electric car,14.5,2020-01-01
India,IN,2020,1,electric vehicle,84.75,2020-01-01
India,IN,2020,2,BYD,0.75,2020-02-01
India,IN,2020,2,EV charging,22.25,2020-02-01
India,IN,2020,2,Tesla,29,2020-02-01
India,IN,2020,2,electric car,15.5,2020-02-01
India,IN,2020,2,electric vehicle,84.25,2020-02-01
India,IN,2020,3,BYD,0.6,2020-03-01
India,IN,2020,3,EV charging,10.4,2020-03-01
India,IN,2020,3,Tesla,21.4,2020-03-01
India,IN,2020,3,electric car,8.4,2020-03-01
India,IN,2020,3,electric vehicle,59.8,2020-03-01
India,IN,2020,4,BYD,1,2020-04-01
India,IN,2020,4,EV charging,8.25,2020-04-01
India,IN,2020,4,Tesla,22.25,2020-04-01
India,IN,2020,4,electric car,6.25,2020-04-01
India,IN,2020,4,electric vehicle,49.75,2020-04-01
India,IN,2020,5,BYD,0.4,2020-05-01
India,IN,2020,5,EV charging,8.4,2020-05-01
India,IN,2020,5,Tesla,25,2020-05-01
India,IN,2020,5,electric car,7,2020-05-01
India,IN,2020,5,electric vehicle,57.8,2020-05-01
India,IN,2020,6,BYD,0.5,2020-06-01
India,IN,2020,6,EV charging,13.75,2020-06-01
India,IN,2020,6,Tesla,27.5,2020-06-01
India,IN,2020,6,electric car,9,2020-06-01
India,IN,2020,6,electric vehicle,57.5,2020-06-01
India,IN,2020,7,BYD,0,2020-07-01
India,IN,2020,7,EV charging,16.25,2020-07-01
India,IN,2020,7,Tesla,39,2020-07-01
India,IN,2020,7,electric car,11.25,2020-07-01
India,IN,2020,7,electric vehicle,55.5,2020-07-01
India,IN,2020,8,BYD,0.4,2020-08-01
India,IN,2020,8,EV charging,16.4,2020-08-01
India,IN,2020,8,Tesla,36.2,2020-08-01
India,IN,2020,8,electric car,11.4,2020-08-01
India,IN,2020,8,electric vehicle,73,2020-08-01
India,IN,2020,9,BYD,0,2020-09-01
India,IN,2020,9,EV charging,18.5,2020-09-01
India,IN,2020,9,Tesla,39,2020-09-01
India,IN,2020,9,electric car,11,2020-09-01
India,IN,2020,9,electric vehicle,68.5,2020-09-01
India,IN,2020,10,BYD,0,2020-10-01
India,IN,2020,10,EV charging,17,2020-10-01
India,IN,2020,10,Tesla,29.25,2020-10-01
India,IN,2020,10,electric car,11.5,2020-10-01
India,IN,2020,10,electric vehicle,73.5,2020-10-01
India,IN,2020,11,BYD,0.4,2020-11-01
India,IN,2020,11,EV charging,23,2020-11-01
India,IN,2020,11,Tesla,33.8,2020-11-01
India,IN,2020,11,electric car,12.4,2020-11-01
India,IN,2020,11,electric vehicle,76,2020-11-01
India,IN,2020,12,BYD,0.8,2020-12-01
India,IN,2020,12,EV charging,23.4,2020-12-01
India,IN,2020,12,Tesla,54.8,2020-12-01
India,IN,2020,12,electric car,13.6,2020-12-01
India,IN,2020,12,electric vehicle,76.2,2020-12-01
India,IN,2021,1,BYD,0,2021-01-01
India,IN,2021,1,EV charging,18.4,2021-01-01
India,IN,2021,1,Tesla,55.4,2021-01-01
India,IN,2021,1,electric car,8.6,2021-01-01
India,IN,2021,1,electric vehicle,49.2,2021-01-01
India,IN,2021,2,BYD,0,2021-02-01
India,IN,2021,2,EV charging,23.5,2021-02-01
India,IN,2021,2,Tesla,25,2021-02-01
India,IN,2021,2,electric car,10,2021-02-01
India,IN,2021,2,electric vehicle,66,2021-02-01
India,IN,2021,3,BYD,0,2021-03-01
India,IN,2021,3,EV charging,17.5,2021-03-01
India,IN,2021,3,Tesla,21.75,2021-03-01
India,IN,2021,3,electric car,8.25,2021-03-01
India,IN,2021,3,electric vehicle,58.25,2021-03-01
India,IN,2021,4,BYD,0,2021-04-01
India,IN,2021,4,EV charging,12.75,2021-04-01
India,IN,2021,4,Tesla,17.5,2021-04-01
India,IN,2021,4,electric car,5.5,2021-04-01
India,IN,2021,4,electric vehicle,41.75,2021-04-01
India,IN,2021,5,BYD,0,2021-05-01
India,IN,2021,5,EV charging,12,2021-05-01
India,IN,2021,5,Tesla,19,2021-05-01
India,IN,2021,5,electric car,5.4,2021-05-01
India,IN,2021,5,electric vehicle,44.4,2021-05-01
India,IN,2021,6,BYD,0,2021-06-01
India,IN,2021,6,EV charging,17,2021-06-01
India,IN,2021,6,Tesla,15.5,2021-06-01
India,IN,2021,6,electric car,7.25,2021-06-01
India,IN,2021,6,electric vehicle,64.25,2021-06-01
India,IN,2021,7,BYD,0,2021-07-01
India,IN,2021,7,EV charging,30.5,2021-07-01
India,IN,2021,7,Tesla,18.25,2021-07-01
India,IN,2021,7,electric car,9.5,2021-07-01
India,IN,2021,7,electric vehicle,78.25,2021-07-01
India,IN,2021,8,BYD,0,2021-08-01
India,IN,2021,8,EV charging,27,2021-08-01
India,IN,2021,8,Tesla,16,2021-08-01
India,IN,2021,8,electric car,8,2021-08-01
India,IN,2021,8,electric vehicle,70.8,2021-08-01
India,IN,2021,9,BYD,0,2021-09-01
India,IN,2021,9,EV charging,27.5,2021-09-01
India,IN,2021,9,Tesla,14.25,2021-09-01
India,IN,2021,9,electric car,7.5,2021-09-01
India,IN,2021,9,electric vehicle,66.5,2021-09-01
India,IN,2021,10,BYD,0.2,2021-10-01
India,IN,2021,10,EV charging,29.2,2021-10-01
India,IN,2021,10,Tesla,17.2,2021-10-01
India,IN,2021,10,electric car,8.2,2021-10-01
India,IN,2021,10,electric vehicle,66.6,2021-10-01
India,IN,2021,11,BYD,0.5,2021-11-01
India,IN,2021,11,EV charging,27.5,2021-11-01
India,IN,2021,11,Tesla,22.5,2021-11-01
India,IN,2021,11,electric car,8.5,2021-11-01
India,IN,2021,11,electric vehicle,67.5,2021-11-01
India,IN,2021,12,BYD,1.2,2021-12-01
India,IN,2021,12,EV charging,22,2021-12-01
India,IN,2021,12,Tesla,27.4,2021-12-01
India,IN,2021,12,electric car,10.2,2021-12-01
India,IN,2021,12,electric vehicle,64.2,2021-12-01
India,IN,2022,1,BYD,2.2,2022-01-01
India,IN,2022,1,EV charging,33,2022-01-01
India,IN,2022,1,Tesla,82.2,2022-01-01
India,IN,2022,1,electric car,26.6,2022-01-01
India,IN,2022,1,electric vehicle,82.6,2022-01-01
India,IN,2022,2,BYD,2,2022-02-01
India,IN,2022,2,EV charging,32.75,2022-02-01
India,IN,2022,2,Tesla,69,2022-02-01
India,IN,2022,2,electric car,29.5,2022-02-01
India,IN,2022,2,electric vehicle,90,2022-02-01
India,IN,2022,3,BYD,3,2022-03-01
India,IN,2022,3,EV charging,33,2022-03-01
India,IN,2022,3,Tesla,56.5,2022-03-01
India,IN,2022,3,electric car,29,2022-03-01
India,IN,2022,3,electric vehicle,92.25,2022-03-01
India,IN,2022,4,BYD,3.75,2022-04-01
India,IN,2022,4,EV charging,34.75,2022-04-01
India,IN,2022,4,Tesla,68,2022-04-01
India,IN,2022,4,electric car,34,2022-04-01
India,IN,2022,4,electric vehicle,83.75,2022-04-01
India,IN,2022,5,BYD,3.4,2022-05-01
India,IN,2022,5,EV charging,30.6,2022-05-01
India,IN,2022,5,Tesla,67,2022-05-01
India,IN,2022,5,electric car,29.2,2022-05-01
India,IN,2022,5,electric vehicle,68.2,2022-05-01
India,IN,2022,6,BYD,4.5,2022-06-01
India,IN,2022,6,EV charging,25.5,2022-06-01
India,IN,2022,6,Tesla,54,2022-06-01
India,IN,2022,6,electric car,23.75,2022-06-01
India,IN,2022,6,electric vehicle,60.75,2022-06-01
India,IN,2022,7,BYD,4.4,2022-07-01
India,IN,2022,7,EV charging,23,2022-07-01
India,IN,2022,7,Tesla,53.4,2022-07-01
India,IN,2022,7,electric car,22.6,2022-07-01
India,IN,2022,7,electric vehicle,64.6,2022-07-01
India,IN,2022,8,BYD,5.75,2022-08-01
India,IN,2022,8,EV charging,24.75,2022-08-01
India,IN,2022,8,Tesla,50.5,2022-08-01
India,IN,2022,8,electric car,29,2022-08-01
India,IN,2022,8,electric vehicle,63,2022-08-01
India,IN,2022,9,BYD,5.5,2022-09-01
India,IN,2022,9,EV charging,27.5,2022-09-01
India,IN,2022,9,Tesla,56.5,2022-09-01
India,IN,2022,9,electric car,24,2022-09-01
India,IN,2022,9,electric vehicle,68.75,2022-09-01
India,IN,2022,10,BYD,12.2,2022-10-01
India,IN,2022,10,EV charging,30,2022-10-01
India,IN,2022,10,Tesla,47.4,2022-10-01
India,IN,2022,10,electric car,26.8,2022-10-01
India,IN,2022,10,electric vehicle,71,2022-10-01
India,IN,2022,11,BYD,11,2022-11-01
India,IN,2022,11,EV charging,27.25,2022-11-01
India,IN,2022,11,Tesla,49,2022-11-01
India,IN,2022,11,electric car,25.5,2022-11-01
India,IN,2022,11,electric vehicle,68.5,2022-11-01
India,IN,2022,12,BYD,10.5,2022-12-01
India,IN,2022,12,EV charging,26.25,2022-12-01
India,IN,2022,12,Tesla,54.75,2022-12-01
India,IN,2022,12,electric car,26.5,2022-12-01
India,IN,2022,12,electric vehicle,64.5,2022-12-01
India,IN,2023,1,BYD,11,2023-01-01
India,IN,2023,1,EV charging,34.2,2023-01-01
India,IN,2023,1,Tesla,74.8,2023-01-01
India,IN,2023,1,electric car,32.4,2023-01-01
India,IN,2023,1,electric vehicle,86.8,2023-01-01
India,IN,2023,2,BYD,11,2023-02-01
India,IN,2023,2,EV charging,36,2023-02-01
India,IN,2023,2,Tesla,67.75,2023-02-01
India,IN,2023,2,electric car,29.75,2023-02-01
India,IN,2023,2,electric vehicle,91.25,2023-02-01
India,IN,2023,3,BYD,10.5,2023-03-01
India,IN,2023,3,EV charging,36,2023-03-01
India,IN,2023,3,Tesla,51.5,2023-03-01
India,IN,2023,3,electric car,27.25,2023-03-01
India,IN,2023,3,electric vehicle,85.5,2023-03-01
India,IN,2023,4,BYD,10.8,2023-04-01
India,IN,2023,4,EV charging,41,2023-04-01
India,IN,2023,4,Tesla,45.4,2023-04-01
India,IN,2023,4,electric car,34.6,2023-04-01
India,IN,2023,4,electric vehicle,78,2023-04-01
India,IN,2023,5,BYD,10.25,2023-05-01
India,IN,2023,5,EV charging,39.75,2023-05-01
India,IN,2023,5,Tesla,45.75,2023-05-01
India,IN,2023,5,electric car,36.5,2023-05-01
India,IN,2023,5,electric vehicle,78,2023-05-01
India,IN,2023,6,BYD,11,2023-06-01
India,IN,2023,6,EV charging,39,2023-06-01
India,IN,2023,6,Tesla,60.25,2023-06-01
India,IN,2023,6,electric car,32.5,2023-06-01
India,IN,2023,6,electric vehicle,80.5,2023-06-01
India,IN,2023,7,BYD,12,2023-07-01
India,IN,2023,7,EV charging,39.2,2023-07-01
India,IN,2023,7,Tesla,67.8,2023-07-01
India,IN,2023,7,electric car,30.4,2023-07-01
India,IN,2023,7,electric vehicle,82.6,2023-07-01
India,IN,2023,8,BYD,9.5,2023-08-01
India,IN,2023,8,EV charging,40.75,2023-08-01
India,IN,2023,8,Tesla,61,2023-08-01
India,IN,2023,8,electric car,31.5,2023-08-01
India,IN,2023,8,electric vehicle,81.5,2023-08-01
India,IN,2023,9,BYD,9.75,2023-09-01
India,IN,2023,9,EV charging,43.75,2023-09-01
India,IN,2023,9,Tesla,51.25,2023-09-01
India,IN,2023,9,electric car,30.75,2023-09-01
India,IN,2023,9,electric vehicle,83.25,2023-09-01
India,IN,2023,10,BYD,8.6,2023-10-01
India,IN,2023,10,EV charging,37.2,2023-10-01
India,IN,2023,10,Tesla,51.4,2023-10-01
India,IN,2023,10,electric car,28.2,2023-10-01
India,IN,2023,10,electric vehicle,73.8,2023-10-01
India,IN,2023,11,BYD,8.5,2023-11-01
India,IN,2023,11,EV charging,39.75,2023-11-01
India,IN,2023,11,Tesla,44.75,2023-11-01
India,IN,2023,11,electric car,28.75,2023-11-01
India,IN,2023,11,electric vehicle,82.25,2023-11-01
India,IN,2023,12,BYD,10.67,2023-12-01
India,IN,2023,12,EV charging,43.33,2023-12-01
India,IN,2023,12,Tesla,47.17,2023-12-01
India,IN,2023,12,electric car,30.5,2023-12-01
India,IN,2023,12,electric vehicle,91.83,2023-12-01
India,IN,2024,1,BYD,9.25,2024-01-01
India,IN,2024,1,EV charging,44,2024-01-01
India,IN,2024,1,Tesla,38,2024-01-01
India,IN,2024,1,electric car,23.5,2024-01-01
India,IN,2024,1,electric vehicle,86.5,2024-01-01
India,IN,2024,2,BYD,11,2024-02-01
India,IN,2024,2,EV charging,43.5,2024-02-01
India,IN,2024,2,Tesla,34.5,2024-02-01
India,IN,2024,2,electric car,22.5,2024-02-01
India,IN,2024,2,electric vehicle,81.75,2024-02-01
India,IN,2024,3,BYD,14.8,2024-03-01
India,IN,2024,3,EV charging,44.4,2024-03-01
India,IN,2024,3,Tesla,33.6,2024-03-01
India,IN,2024,3,electric car,19.4,2024-03-01
India,IN,2024,3,electric vehicle,72.6,2024-03-01
India,IN,2024,4,BYD,12.75,2024-04-01
India,IN,2024,4,EV charging,43.25,2024-04-01
India,IN,2024,4,Tesla,45,2024-04-01
India,IN,2024,4,electric car,18.75,2024-04-01
India,IN,2024,4,electric vehicle,64.5,2024-04-01
India,IN,2024,5,BYD,13.5,2024-05-01
India,IN,2024,5,EV charging,41.5,2024-05-01
India,IN,2024,5,Tesla,30.5,2024-05-01
India,IN,2024,5,electric car,18.5,2024-05-01
India,IN,2024,5,electric vehicle,59.5,2024-05-01
India,IN,2024,6,BYD,13.8,2024-06-01
India,IN,2024,6,EV charging,36.8,2024-06-01
India,IN,2024,6,Tesla,33.6,2024-06-01
India,IN,2024,6,electric car,17.2,2024-06-01
India,IN,2024,6,electric vehicle,60,2024-06-01
India,IN,2024,7,BYD,17.75,2024-07-01
India,IN,2024,7,EV charging,38,2024-07-01
India,IN,2024,7,Tesla,39.75,2024-07-01
India,IN,2024,7,electric car,19.75,2024-07-01
India,IN,2024,7,electric vehicle,69.25,2024-07-01
India,IN,2024,8,BYD,17.25,2024-08-01
India,IN,2024,8,EV charging,41.5,2024-08-01
India,IN,2024,8,Tesla,37.5,2024-08-01
India,IN,2024,8,electric car,17.75,2024-08-01
India,IN,2024,8,electric vehicle,65.75,2024-08-01
India,IN,2024,9,BYD,17.6,2024-09-01
India,IN,2024,9,EV charging,44.8,2024-09-01
India,IN,2024,9,Tesla,31.6,2024-09-01
India,IN,2024,9,electric car,18.2,2024-09-01
India,IN,2024,9,electric vehicle,68.8,2024-09-01
India,IN,2024,10,BYD,21.5,2024-10-01
India,IN,2024,10,EV charging,46.25,2024-10-01
India,IN,2024,10,Tesla,43.25,2024-10-01
India,IN,2024,10,electric car,18,2024-10-01
India,IN,2024,10,electric vehicle,62.75,2024-10-01
India,IN,2024,11,BYD,23.25,2024-11-01
India,IN,2024,11,EV charging,51.25,2024-11-01
India,IN,2024,11,Tesla,67.25,2024-11-01
India,IN,2024,11,electric car,21.25,2024-11-01
India,IN,2024,11,electric vehicle,71.25,2024-11-01
India,IN,2024,12,BYD,17.8,2024-12-01
India,IN,2024,12,EV charging,50,2024-12-01
India,IN,2024,12,Tesla,45.6,2024-12-01
India,IN,2024,12,electric car,20.4,2024-12-01
India,IN,2024,12,electric vehicle,64,2024-12-01
Netherlands,NL,2018,12,BYD,0,2018-12-01
Netherlands,NL,2018,12,EV charging,0,2018-12-01
Netherlands,NL,2018,12,Tesla,36,2018-12-01
Netherlands,NL,2018,12,electric car,1,2018-12-01
Netherlands,NL,2018,12,electric vehicle,0,2018-12-01
Netherlands,NL,2019,1,BYD,0,2019-01-01
Netherlands,NL,2019,1,EV charging,0,2019-01-01
Netherlands,NL,2019,1,Tesla,33,2019-01-01
Netherlands,NL,2019,1,electric car,1,2019-01-01
Netherlands,NL,2019,1,electric vehicle,0,2019-01-01
Netherlands,NL,2019,2,BYD,0,2019-02-01
Netherlands,NL,2019,2,EV charging,0,2019-02-01
Netherlands,NL,2019,2,Tesla,33.25,2019-02-01
Netherlands,NL,2019,2,electric car,1,2019-02-01
Netherlands,NL,2019,2,electric vehicle,23,2019-02-01
Netherlands,NL,2019,3,BYD,0,2019-03-01
Netherlands,NL,2019,3,EV charging,0,2019-03-01
Netherlands,NL,2019,3,Tesla,40.6,2019-03-01
Netherlands,NL,2019,3,electric car,1,2019-03-01
Netherlands,NL,2019,3,electric vehicle,0,2019-03-01
Netherlands,NL,2019,4,BYD,0,2019-04-01
Netherlands,NL,2019,4,EV charging,0,2019-04-01
Netherlands,NL,2019,4,Tesla,39.75,2019-04-01
Netherlands,NL,2019,4,electric car,1,2019-04-01
Netherlands,NL,2019,4,electric vehicle,37.75,2019-04-01
Netherlands,NL,2019,5,BYD,0,2019-05-01
Netherlands,NL,2019,5,EV charging,0,2019-05-01
Netherlands,NL,2019,5,Tesla,39.5,2019-05-01
Netherlands,NL,2019,5,electric car,1,2019-05-01
Netherlands,NL,2019,5,electric vehicle,18,2019-05-01
Netherlands,NL,2019,6,BYD,0,2019-06-01
Netherlands,NL,2019,6,EV charging,0,2019-06-01
Netherlands,NL,2019,6,Tesla,38.2,2019-06-01
Netherlands,NL,2019,6,electric car,1,2019-06-01
Netherlands,NL,2019,6,electric vehicle,20,2019-06-01
Netherlands,NL,2019,7,BYD,0,2019-07-01
Netherlands,NL,2019,7,EV charging,0,2019-07-01
Netherlands,NL,2019,7,Tesla,40.5,2019-07-01
Netherlands,NL,2019,7,electric car,1,2019-07-01
Netherlands,NL,2019,7,electric vehicle,0,2019-07-01
Netherlands,NL,2019,8,BYD,0,2019-08-01
Netherlands,NL,2019,8,EV charging,0,2019-08-01
Netherlands,NL,2019,8,Tesla,40.25,2019-08-01
Netherlands,NL,2019,8,electric car,1,2019-08-01
Netherlands,NL,2019,8,electric vehicle,0,2019-08-01
Netherlands,NL,2019,9,BYD,0,2019-09-01
Netherlands,NL,2019,9,EV charging,14.8,2019-09-01
Netherlands,NL,2019,9,Tesla,47.2,2019-09-01
Netherlands,NL,2019,9,electric car,1,2019-09-01
Netherlands,NL,2019,9,electric vehicle,0,2019-09-01
Netherlands,NL,2019,10,BYD,0,2019-10-01
Netherlands,NL,2019,10,EV charging,0,2019-10-01
Netherlands,NL,2019,10,Tesla,45.25,2019-10-01
Netherlands,NL,2019,10,electric car,1,2019-10-01
Netherlands,NL,2019,10,electric vehicle,0,2019-10-01
Netherlands,NL,2019,11,BYD,0,2019-11-01
Netherlands,NL,2019,11,EV charging,0,2019-11-01
Netherlands,NL,2019,11,Tesla,71.75,2019-11-01
Netherlands,NL,2019,11,electric car,1,2019-11-01
Netherlands,NL,2019,11,electric vehicle,19.75,2019-11-01
Netherlands,NL,2019,12,BYD,0.17,2019-12-01
Netherlands,NL,2019,12,EV charging,11.5,2019-12-01
Netherlands,NL,2019,12,Tesla,62.5,2019-12-01
Netherlands,NL,2019,12,electric car,1.5,2019-12-01
Netherlands,NL,2019,12,electric vehicle,0,2019-12-01
Netherlands,NL,2020,1,BYD,0.25,2020-01-01
Netherlands,NL,2020,1,EV charging,52.75,2020-01-01
Netherlands,NL,2020,1,Tesla,66.25,2020-01-01
Netherlands,NL,2020,1,electric car,1.75,2020-01-01
Netherlands,NL,2020,1,electric vehicle,34.75,2020-01-01
Netherlands,NL,2020,2,BYD,0,2020-02-01
Netherlands,NL,2020,2,EV charging,16,2020-02-01
Netherlands,NL,2020,2,Tesla,72.25,2020-02-01
Netherlands,NL,2020,2,electric car,1.25,2020-02-01
Netherlands,NL,2020,2,electric vehicle,16.75,2020-02-01
Netherlands,NL,2020,3,BYD,0.4,2020-03-01
Netherlands,NL,2020,3,EV charging,0,2020-03-01
Netherlands,NL,2020,3,Tesla,43.8,2020-03-01
Netherlands,NL,2020,3,electric car,1.2,2020-03-01
Netherlands,NL,2020,3,electric vehicle,13.2,2020-03-01
Netherlands,NL,2020,4,BYD,0,2020-04-01
Netherlands,NL,2020,4,EV charging,15.75,2020-04-01
Netherlands,NL,2020,4,Tesla,38.25,2020-04-01
Netherlands,NL,2020,4,electric car,0.75,2020-04-01
Netherlands,NL,2020,4,electric vehicle,0,2020-04-01
Netherlands,NL,2020,5,BYD,0.4,2020-05-01
Netherlands,NL,2020,5,EV charging,11.4,2020-05-01
Netherlands,NL,2020,5,Tesla,41.6,2020-05-01
Netherlands,NL,2020,5,electric car,1,2020-05-01
Netherlands,NL,2020,5,electric vehicle,0,2020-05-01
Netherlands,NL,2020,6,BYD,0,2020-06-01
Netherlands,NL,2020,6,EV charging,14.75,2020-06-01
Netherlands,NL,2020,6,Tesla,45.5,2020-06-01
Netherlands,NL,2020,6,electric car,1.25,2020-06-01
Netherlands,NL,2020,6,electric vehicle,37.25,2020-06-01
Netherlands,NL,2020,7,BYD,0.25,2020-07-01
Netherlands,NL,2020,7,EV charging,17,2020-07-01
Netherlands,NL,2020,7,Tesla,64.25,2020-07-01
Netherlands,NL,2020,7,electric car,1,2020-07-01
Netherlands,NL,2020,7,electric vehicle,25,2020-07-01
Netherlands,NL,2020,8,BYD,0,2020-08-01
Netherlands,NL,2020,8,EV charging,12,2020-08-01
Netherlands,NL,2020,8,Tesla,62.2,2020-08-01
Netherlands,NL,2020,8,electric car,1,2020-08-01
Netherlands,NL,2020,8,electric vehicle,14,2020-08-01
Netherlands,NL,2020,9,BYD,1,2020-09-01
Netherlands,NL,2020,9,EV charging,51.75,2020-09-01
Netherlands,NL,2020,9,Tesla,72.5,2020-09-01
Netherlands,NL,2020,9,electric car,1.25,2020-09-01
Netherlands,NL,2020,9,electric vehicle,24,2020-09-01
Netherlands,NL,2020,10,BYD,0.5,2020-10-01
Netherlands,NL,2020,10,EV charging,0,2020-10-01
Netherlands,NL,2020,10,Tesla,50,2020-10-01
Netherlands,NL,2020,10,electric car,1,2020-10-01
Netherlands,NL,2020,10,electric vehicle,0,2020-10-01
Netherlands,NL,2020,11,BYD,1.2,2020-11-01
Netherlands,NL,2020,11,EV charging,15.8,2020-11-01
Netherlands,NL,2020,11,Tesla,49,2020-11-01
Netherlands,NL,2020,11,electric car,1,2020-11-01
Netherlands,NL,2020,11,electric vehicle,14.2,2020-11-01
Netherlands,NL,2020,12,BYD,1,2020-12-01
Netherlands,NL,2020,12,EV charging,0,2020-12-01
Netherlands,NL,2020,12,Tesla,59.6,2020-12-01
Netherlands,NL,2020,12,electric car,1.4,2020-12-01
Netherlands,NL,2020,12,electric vehicle,0,2020-12-01
Netherlands,NL,2021,1,BYD,1.2,2021-01-01
Netherlands,NL,2021,1,EV charging,30,2021-01-01
Netherlands,NL,2021,1,Tesla,86.2,2021-01-01
Netherlands,NL,2021,1,electric car,2,2021-01-01
Netherlands,NL,2021,1,electric vehicle,18.2,2021-01-01
Netherlands,NL,2021,2,BYD,1.5,2021-02-01
Netherlands,NL,2021,2,EV charging,29.75,2021-02-01
Netherlands,NL,2021,2,Tesla,83.25,2021-02-01
Netherlands,NL,2021,2,electric car,2,2021-02-01
Netherlands,NL,2021,2,electric vehicle,42,2021-02-01
Netherlands,NL,2021,3,BYD,1,2021-03-01
Netherlands,NL,2021,3,EV charging,12.75,2021-03-01
Netherlands,NL,2021,3,Tesla,75.25,2021-03-01
Netherlands,NL,2021,3,electric car,2,2021-03-01
Netherlands,NL,2021,3,electric vehicle,28,2021-03-01
Netherlands,NL,2021,4,BYD,1,2021-04-01
Netherlands,NL,2021,4,EV charging,0,2021-04-01
Netherlands,NL,2021,4,Tesla,68.25,2021-04-01
Netherlands,NL,2021,4,electric car,2,2021-04-01
Netherlands,NL,2021,4,electric vehicle,29.5,2021-04-01
Netherlands,NL,2021,5,BYD,1,2021-05-01
Netherlands,NL,2021,5,EV charging,9.4,2021-05-01
Netherlands,NL,2021,5,Tesla,69.2,2021-05-01
Netherlands,NL,2021,5,electric car,2,2021-05-01
Netherlands,NL,2021,5,electric vehicle,10,2021-05-01
Netherlands,NL,2021,6,BYD,1,2021-06-01
Netherlands,NL,2021,6,EV charging,17.25,2021-06-01
Netherlands,NL,2021,6,Tesla,59.75,2021-06-01
Netherlands,NL,2021,6,electric car,2,2021-06-01
Netherlands,NL,2021,6,electric vehicle,0,2021-06-01
Netherlands,NL,2021,7,BYD,1,2021-07-01
Netherlands,NL,2021,7,EV charging,55.75,2021-07-01
Netherlands,NL,2021,7,Tesla,62.75,2021-07-01
Netherlands,NL,2021,7,electric car,2,2021-07-01
Netherlands,NL,2021,7,electric vehicle,0,2021-07-01
Netherlands,NL,2021,8,BYD,1,2021-08-01
Netherlands,NL,2021,8,EV charging,0,2021-08-01
Netherlands,NL,2021,8,Tesla,62.4,2021-08-01
Netherlands,NL,2021,8,electric car,1.8,2021-08-01
Netherlands,NL,2021,8,electric vehicle,11.4,2021-08-01
Netherlands,NL,2021,9,BYD,1,2021-09-01
Netherlands,NL,2021,9,EV charging,14.5,2021-09-01
Netherlands,NL,2021,9,Tesla,60.75,2021-09-01
Netherlands,NL,2021,9,electric car,2.25,2021-09-01
Netherlands,NL,2021,9,electric vehicle,28.5,2021-09-01
Netherlands,NL,2021,10,BYD,1,2021-10-01
Netherlands,NL,2021,10,EV charging,38.2,2021-10-01
Netherlands,NL,2021,10,Tesla,71.8,2021-10-01
Netherlands,NL,2021,10,electric car,2.2,2021-10-01
Netherlands,NL,2021,10,electric vehicle,26,2021-10-01
Netherlands,NL,2021,11,BYD,1,2021-11-01
Netherlands,NL,2021,11,EV charging,27.5,2021-11-01
Netherlands,NL,2021,11,Tesla,70,2021-11-01
Netherlands,NL,2021,11,electric car,2,2021-11-01
Netherlands,NL,2021,11,electric vehicle,13.75,2021-11-01
Netherlands,NL,2021,12,BYD,1,2021-12-01
Netherlands,NL,2021,12,EV charging,34.2,2021-12-01
Netherlands,NL,2021,12,Tesla,69.2,2021-12-01
Netherlands,NL,2021,12,electric car,2,2021-12-01
Netherlands,NL,2021,12,electric vehicle,0,2021-12-01
Netherlands,NL,2022,1,BYD,1.2,2022-01-01
Netherlands,NL,2022,1,EV charging,38.6,2022-01-01
Netherlands,NL,2022,1,Tesla,75.8,2022-01-01
Netherlands,NL,2022,1,electric car,2.8,2022-01-01
Netherlands,NL,2022,1,electric vehicle,13.8,2022-01-01
Netherlands,NL,2022,2,BYD,1,2022-02-01
Netherlands,NL,2022,2,EV charging,41.5,2022-02-01
Netherlands,NL,2022,2,Tesla,64.75,2022-02-01
Netherlands,NL,2022,2,electric car,3,2022-02-01
Netherlands,NL,2022,2,electric vehicle,35.75,2022-02-01
Netherlands,NL,2022,3,BYD,1,2022-03-01
